tamRed;exp;mae;rmse;mse;accuracy
0.1;1;0.29042887687683105;0.34969312847404227;0.12228528410196304;0.0
0.1;2;0.3075842559337616;0.37509231623170824;0.1406942456960678;0.0
0.1;3;0.2743948698043823;0.32870372190846037;0.10804613679647446;0.0
0.1;4;0.28590771555900574;0.3464351812660487;0.12001733481884003;0.0
0.1;5;0.28349071741104126;0.3416574793351856;0.11672983318567276;0.0
0.2;1;0.2887912094593048;0.3510216579432476;0.12321620434522629;0.0
0.2;2;0.28952980041503906;0.3540762150019694;0.12536996603012085;0.0
0.2;3;0.2861345708370209;0.34549923719564823;0.11936972290277481;0.0
0.2;4;0.29453542828559875;0.35775253759639775;0.127986878156662;0.0
0.2;5;0.29343560338020325;0.355075996484871;0.12607896327972412;0.0
0.3;1;0.2954477369785309;0.3554886822823729;0.12637220323085785;0.0
0.3;2;0.29720038175582886;0.35937350728927425;0.12914931774139404;0.0
0.3;3;0.2908599376678467;0.35136595636208307;0.12345803529024124;0.0
0.3;4;0.3015441298484802;0.36558701326016524;0.13365386426448822;0.0
0.3;5;0.28737175464630127;0.347252160874407;0.12058406323194504;0.0
0.4;1;0.29233166575431824;0.3499012054075632;0.12243085354566574;0.0
0.4;2;0.2845499813556671;0.34359870095218364;0.11806006729602814;0.0
0.4;3;0.2915201783180237;0.3531573255478849;0.12472009658813477;0.0
0.4;4;0.29057127237319946;0.3474242261219869;0.12070359289646149;0.0
0.4;5;0.2964140772819519;0.3561681218335479;0.126855731010437;0.0
0.5;1;0.28536733984947205;0.34646077296089484;0.1200350672006607;0.0
0.5;2;0.28992554545402527;0.3469679587615518;0.1203867644071579;0.0
0.5;3;0.2828895151615143;0.34456078322764966;0.11872213333845139;0.0
0.5;4;0.2838565707206726;0.3402553674504353;0.11577371507883072;0.0
0.5;5;0.2821890413761139;0.3380178752156482;0.11425608396530151;0.0
0.6;1;0.2870177924633026;0.3424459126151543;0.11726920306682587;0.0
0.6;2;0.2884877622127533;0.34797063821007085;0.121083565056324;0.0
0.6;3;0.2857213020324707;0.3425800506120106;0.11736109107732773;0.0
0.6;4;0.2932863235473633;0.34918656168836026;0.12193125486373901;0.0
0.6;5;0.27977651357650757;0.3354386129465648;0.11251906305551529;0.0
0.7;1;0.2856020927429199;0.3452008688335878;0.1191636398434639;0.0
0.7;2;0.28437185287475586;0.34059306003715223;0.11600363254547119;0.0
0.7;3;0.28809651732444763;0.34542707423915137;0.1193198636174202;0.0
0.7;4;0.28791022300720215;0.34683985703955245;0.1202978864312172;0.0
0.7;5;0.28978365659713745;0.3463255241807537;0.11994136869907379;0.0
0.8;1;0.279284805059433;0.3380021699456246;0.1142454668879509;0.0
0.8;2;0.2823248505592346;0.3388685946476548;0.11483192443847656;0.0
0.8;3;0.28156593441963196;0.33822197736229315;0.11439410597085953;0.0
0.8;4;0.28073573112487793;0.3368706384953277;0.11348182708024979;0.0
0.8;5;0.27979350090026855;0.3367455434206941;0.11339756101369858;0.0
0.9;1;0.2780452072620392;0.3324998466053946;0.11055614799261093;0.0
0.9;2;0.2856011986732483;0.34052462717585763;0.11595702171325684;0.0
0.9;3;0.2822631895542145;0.33645497985719713;0.11320195347070694;0.0
